"","treeID","stemID","tag","StemTag","sp","quadrat","gx","gy","MeasureID","CensusID","dbh","pom","hom","ExactDate","DFstatus","codes","nostems","status","date"
"1148",14117,17575,"116676","116676","HIRRUG","1025",192.87,486.31,579235,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT;ST",1,"D",20702
"1149",14121,NA,"116680",NA,"MYRDEF","1025",192.38,489.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1150",14122,17580,"116681","116681","PREMON","1025",194.2,489.76,579237,6,123,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1151",14139,NA,"116699",NA,"PIPGLA","1025",193.24,491.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1152",14145,17605,"116703","116703","INGLAU","1025",195.04,493.3,579252,6,188,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1153",14151,NA,"116709",NA,"PSYBRA","1025",193.1,493.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1154",14158,17621,"116718","116718","HIRRUG","1025",190.39,494.31,579239,6,46.7,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1155",14234,17707,"116795","116795","MELHER","923",178.65,459.41,617561,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT;ST",1,"D",20702
"1156",14237,17710,"116798","116798","MANBID","923",178.55,457.28,617562,6,99,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1157",14238,116860,"116799","160845","CASARB","923",178.54,456.43,617568,6,50.8,"1.3",1.3,2016-09-05,"alive","SPROUT;A",4,"A",20702
"1158",14240,116864,"116800","160843","CASARB","923",179.35,457.47,617567,6,29,"1.3",1.3,2016-09-05,"alive","SPROUT;A",3,"A",20702
"1159",14241,NA,"116802",NA,"PSYBRA","923",176.89,457.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1160",14251,165138,"116818","-160856","MANBID","923",175.63,459.23,618401,6,19,"1.3",1.3,2016-09-05,"alive","SPROUT;A",3,"A",20702
"1161",14256,116871,"116826","160869","CASARB","923",175.28,454.6,617553,6,50,"1.3",1.3,2016-09-05,"alive","SPROUT;A",4,"A",20702
"1162",14260,17747,"116830","116830","MANBID","923",175.26,451.5,617543,6,68,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1163",14261,17748,"116831","116831","MANBID","923",175.51,451.38,617544,6,51,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1164",14262,NA,"116832",NA,"TABHET","923",175.21,451.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1165",14264,17751,"116834","116834","CASARB","923",176.23,453.19,617545,6,82,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1166",14265,17752,"116835","116835","CASARB","923",176.66,452.86,617546,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT",1,"D",20702
"1167",14266,17753,"116836","116836","CASARB","923",177.83,452.45,617547,6,69,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1168",14267,NA,"116837",NA,"CHIDOM","923",177.74,452.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1169",14269,17756,"116839","116839","CASARB","923",177.59,454.42,617548,6,46.9,"1.4",1.38,2016-09-05,"alive","MAIN;A",2,"A",20702
"1170",14272,116877,"116842","160865","BYRSPI","923",178.31,454.17,617552,6,43.2,"1.3",1.3,2016-09-05,"alive","SPROUT;A",2,"A",20702
"1171",14285,17775,"116856","116856","SCHMOR","923",175.42,450.19,617550,6,76,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1172",14287,NA,"116858",NA,"SCHMOR","923",175.64,449.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1173",14300,17791,"116870","116870","SCHMOR","923",178.45,447.48,617526,6,106,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1174",14302,17793,"116872","116872","CECSCH","923",179.87,445.5,617527,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT;B",1,"D",20702
"1175",14304,116883,"116874","160900","CASARB","923",178.31,446.58,617537,6,109,"1.3",1.3,2016-09-05,"alive","SPROUT;A",4,"A",20702
"1176",14309,NA,"116883",NA,"PSYBER","923",177.87,442.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1177",14311,NA,"116885",NA,"PSYBER","923",177.86,442.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1178",14316,17811,"116891","116891","CECSCH","923",175.12,440.48,617514,6,213,"1.3",1.3,2016-09-05,"alive","MAIN;A",2,"A",20702
"1179",14323,17818,"116898","116898","CECSCH","923",174.42,440.12,617467,6,269,"1.8",1.8,2016-09-05,"alive","MAIN;A",1,"A",20702
"1180",14324,17819,"116899","116899","CECSCH","923",173.6,440.48,617468,6,204,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1181",14330,NA,"116904",NA,"MICPRA","1024",183.82,464.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1182",14332,17828,"116907","116907","CASSYL","1024",184.14,461.51,579096,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT;B",1,"D",20702
"1183",14336,NA,"116910",NA,"SCHMOR","1024",184.38,460.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1184",14338,17834,"116912","116912","MANBID","1024",182.08,461.01,579097,6,67,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1185",14339,NA,"116913",NA,"CHIDOM","1024",181.95,461.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1186",14340,NA,"116914",NA,"SCHMOR","1024",180.61,462.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1187",14342,NA,"116916",NA,"MICPRA","1024",183.46,462.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1188",14343,NA,"116917",NA,"SCHMOR","1024",181.95,463.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1189",14350,17846,"116923","116923","MANBID","1024",180.67,463.2,579098,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT;T",1,"D",20702
"1190",14353,NA,"116926",NA,"SCHMOR","1024",181.88,463.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1191",14354,NA,"116927",NA,"SCHMOR","1024",180.55,464.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1192",14356,17852,"116929","116929","MANBID","1024",180.29,464.66,579099,6,118,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1193",14358,NA,"116930",NA,"CASARB","1024",180.6,463.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1194",14360,NA,"116932",NA,"SCHMOR","1024",180.11,464.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1195",14364,NA,"116936",NA,"SCHMOR","1024",180.13,469.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1196",14365,NA,"116937",NA,"SCHMOR","1024",180.56,468.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1197",14366,17862,"116938","116938","SCHMOR","1024",184.55,465.08,579102,6,160,"1.25",1.25,2016-09-05,"alive","MAIN;A",1,"A",20702
"1198",14369,NA,"116940",NA,"SCHMOR","1024",182.76,468.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1199",14373,17869,"116944","116944","SCHMOR","1024",181.27,467.8,579103,6,89,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1200",14376,17873,"116948","116948","SCHMOR","1024",183.57,465.75,579104,6,61,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1201",14387,NA,"116962",NA,"SCHMOR","1024",181.32,466.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1202",14390,17890,"116965","116965","HOMRAC","1024",182.02,465.36,579105,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT;B",1,"D",20702
"1203",14397,17897,"116971","116971","MYRDEF","1024",182.52,467.78,579106,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT",1,"D",20702
"1204",14399,NA,"116974",NA,"PSYBER","1024",180.36,474.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1205",14401,17901,"116976","116976","CECSCH","1024",181.45,474.3,579109,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT",1,"D",20702
"1206",14409,NA,"116983",NA,"PSYBER","1024",182.68,471.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1207",14447,17951,"117020","117020","CECSCH","1024",182.47,477.78,579113,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT;ST",1,"D",20702
"1208",14471,NA,"117045",NA,"PSYBER","1024",188.76,477.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1209",14475,NA,"117049",NA,"CECSCH","1024",187.7,476.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1210",14478,NA,"117051",NA,"CECSCH","1024",188.54,475.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1211",14480,NA,"117053",NA,"CECSCH","1024",188.55,477.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1212",14483,17989,"117056","117056","CECSCH","1024",189.66,476.06,579130,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT",1,"D",20702
"1213",14500,NA,"117071",NA,"PSYBER","1024",189.08,474.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1214",14510,18017,"117081","117081","MYRDEF","1024",187.72,469.46,579122,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT",1,"D",20702
"1215",14515,NA,"117089",NA,"MYRDEF","1024",189.01,467.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1216",14517,NA,"117092",NA,"SCHMOR","1024",188.94,468.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1217",14526,NA,"117100",NA,"SCHMOR","1024",188.3,466.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1218",14528,NA,"117104",NA,"HOMRAC","1024",188.75,463.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1219",14529,18042,"117105","117105","CASARB","1024",188.19,463.38,579116,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT;B",1,"D",20702
"1220",14531,NA,"117107",NA,"CORSUL","1024",188.9,463.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1221",14535,NA,"117110",NA,"PSYBRA","1024",186.41,463.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1222",14538,NA,"117113",NA,"MICPRA","1024",186.06,462.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1223",14540,18053,"117122","117122","HOMRAC","1024",187.64,462.89,579117,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT",1,"D",20702
"1224",14542,18056,"117125","117125","CALCAL","1024",188.8,460.69,579118,6,59,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1225",14548,NA,"117131",NA,"PSYBER","1024",193.39,460.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1226",14565,18086,"117155","117155","CORBOR","1024",194.65,466.8,579137,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT",1,"D",20702
"1227",14566,18087,"117156","117156","CORBOR","1024",190.9,466.99,579138,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT;B",1,"D",20702
"1228",14569,NA,"117160",NA,"PSYBRA","1024",193.51,467.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1229",14577,NA,"117168",NA,"PSYBER","1024",194.66,471.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1230",14598,18123,"117190","117190","MANBID","1024",193.22,475.26,579140,6,147,"1.3",1.32,2016-09-05,"alive","MAIN;A",1,"A",20702
"1231",14601,NA,"117193",NA,"CORBOR","1024",192.01,476.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1232",14615,NA,"117205",NA,"CORBOR","1024",190.66,477.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1233",14626,NA,"117216",NA,"PSYBRA","1024",195.19,477.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1234",14634,NA,"117225",NA,"PSYBER","1024",199.84,479.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1235",14635,18164,"117226","117226","MYRDEF","1024",197.23,477.7,579151,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT",1,"D",20702
"1236",14648,NA,"117241",NA,"SCHMOR","1024",198.96,474.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1237",14662,18204,"117263","117263","SCHMOR","1024",198.92,470.27,579149,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT",1,"D",20702
"1238",14663,NA,"117264",NA,"PSYBER","1024",195.48,472.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1239",14666,NA,"117267",NA,"SCHMOR","1024",195.89,465.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1240",14672,NA,"117273",NA,"CECSCH","1024",198.21,466.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1241",14676,NA,"117277",NA,"CECSCH","1024",197.76,467.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1242",14683,NA,"117285",NA,"MYRDEF","1024",199.69,464.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1243",14691,NA,"117294",NA,"PSYBRA","1024",195.37,460.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1244",14711,NA,"117319",NA,"PSYBER","1025",199.59,483.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1245",14721,18273,"117329","117329","PREMON","1025",196.53,482.84,579247,6,157,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1246",14723,NA,"117331",NA,"CECSCH","1025",198.79,486.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1247",14725,NA,"117338",NA,"CECSCH","1025",199.39,486.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1248",14730,NA,"117342",NA,"PSYBER","1025",197.58,485.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1249",14732,18289,"117344","117344","PREMON","1025",195.9,488.4,579249,6,118,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1250",14738,NA,"117350",NA,"PSYBER","1025",197.88,489.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1251",14742,NA,"117354",NA,"MICPRA","1025",197.45,487.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1252",14748,NA,"117363",NA,"PALRIP","1025",199.56,490.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1253",14750,NA,"117365",NA,"PSYBRA","1025",195.85,494.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1254",14754,NA,"117369",NA,"MYRSPL","1025",198.75,494.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1255",14768,18332,"117384","117384","INGLAU","1025",198.81,497.64,579257,6,78,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1256",14776,18342,"117393","117394","SLOBER","1025",197.05,497.49,579260,6,27.8,"1.3",1.3,2016-09-05,"alive","SPROUT;A",2,"A",20702
"1257",14786,18354,"117406","117404","SLOBER","923",172.14,455.98,617498,6,110,"1.3",1.3,2016-09-05,"alive","SPROUT;A",2,"A",20702
"1258",14788,NA,"117409",NA,"TABHET","924",172,460.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1259",14790,NA,"117410",NA,"CASARB","924",172.6,460.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1260",14793,NA,"117417",NA,"SCHMOR","923",171.83,457.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1261",14795,18369,"117419","117419","CECSCH","923",173.8,455.92,617500,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT;ST",1,"D",20702
"1262",14798,18372,"117421","117421","SCHMOR","923",173.81,456.3,617501,6,200,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1263",14799,18373,"117422","117422","SCHMOR","923",174.28,456.77,617502,6,123,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1264",14800,18374,"117423","117423","CASARB","923",173.4,456.29,617503,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT;B",1,"D",20702
"1265",14801,18375,"117424","117424","CASARB","923",171.24,456.8,617504,6,73,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1266",14802,18376,"117425","117425","CASARB","923",172.35,457.9,617505,6,61,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1267",14803,NA,"117426",NA,"PSYBRA","923",173.75,456.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1268",14812,18397,"117445","117445","MANBID","923",174.83,450.64,617493,6,92,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1269",14813,NA,"117446",NA,"CECSCH","923",172.67,453.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1270",14821,NA,"117453",NA,"ALCLAT","923",171.08,453.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1271",14822,NA,"117454",NA,"CECSCH","923",171.8,452.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1272",14824,NA,"117456",NA,"CECSCH","923",171.3,451.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1273",14829,18420,"117465","117465","SCHMOR","923",172.5,450.2,617494,6,262,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1274",14834,NA,"117470",NA,"PSYBRA","923",173.89,447.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1275",14835,18427,"117471","117471","CECSCH","923",173.39,446.01,617481,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT;B",1,"D",20702
"1276",14836,NA,"117472",NA,"PSYBRA","923",173.14,446.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1277",14837,18429,"117473","117473","SCHMOR","923",174.2,446.07,617482,6,121,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1278",14838,18430,"117474","117474","CASARB","923",170.76,449.48,617483,6,46,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1279",14840,116948,"117476","160975","CASARB","923",170.74,448.72,617492,6,42.7,"1.3",1.3,2016-09-05,"alive","SPROUT;A",2,"A",20702
"1280",14841,18434,"117478","117478","CASARB","923",171.04,448.45,617485,6,89,"1.4",1.4,2016-09-05,"alive","MAIN;A",1,"A",20702
"1281",14842,18435,"117479","117479","SCHMOR","923",171.01,447.27,617486,6,228,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1282",14846,NA,"117482",NA,"CECSCH","923",172.15,447.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1283",14854,NA,"117491",NA,"PSYBER","923",172.27,442.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1284",14857,18451,"117494","117494","SCHMOR","923",174.5,442.33,617471,6,367,"1.25",1.24,2016-09-05,"alive","MAIN;A",1,"A",20702
"1285",14859,18453,"117496","117496","OCOLEU","923",172.63,443.1,617472,6,NA,NA,NA,2016-09-05,"broken below","MAIN;A;LS;B",1,"A",20702
"1286",14867,18476,"117512","117512","SCHMOR","923",167.86,441.79,617429,6,167,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1287",14871,18480,"117518","117518","SCHMOR","923",166.59,442.9,617430,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT",1,"D",20702
"1288",14875,18488,"117525","117525","CORBOR","923",168.1,443.4,617431,6,NA,NA,NA,2016-09-05,"dead","MAIN;DEADT",1,"D",20702
"1289",14881,18494,"117530","117530","CECSCH","923",163.98,443.95,617397,6,266,"1.25",1.23,2016-09-01,"alive","MAIN;A",1,"A",20698
"1290",14884,18497,"117533","117533","CECSCH","923",162.79,443.34,617398,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT;ST",1,"D",20698
"1291",14888,18501,"117537","117537","SCHMOR","923",161.24,440.69,617399,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT",1,"D",20698
"1292",14889,NA,"117538",NA,"SCHMOR","923",161.29,440.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1293",14891,NA,"117540",NA,"MICPRA","923",161.9,441.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1294",14892,NA,"117541",NA,"PSYBER","923",162.01,442.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1295",14893,NA,"117542",NA,"PSYBER","923",161.43,442.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1296",14901,NA,"117551",NA,"PSYBER","923",161.87,443.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1297",14902,NA,"117552",NA,"PSYBRA","923",161.59,444.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1298",14903,NA,"117558",NA,"TABHET","923",161.75,443.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1299",14908,18526,"117562","117562","CASSYL","923",162.81,444.84,617401,6,NA,NA,NA,2016-09-01,"broken below","MAIN;A;LS;B",1,"A",20698
"1300",14924,18546,"117581","117581","CASARB","923",163.53,449.79,617408,6,97,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"1301",14925,18547,"117582","117582","CASARB","923",163.3,449.1,617409,6,87,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"1302",14927,NA,"117584",NA,"CORBOR","923",166.53,445.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1303",14930,NA,"117587",NA,"PIPGLA","923",165.34,445.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1304",14931,NA,"117588",NA,"ALCLAT","923",165.12,446.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1305",14934,18556,"117590","117590","OCOLEU","923",166.39,446.29,617436,6,NA,NA,NA,2016-09-05,"broken below","MAIN;A;LS;B",1,"A",20702
"1306",14935,18557,"117591","117591","CASARB","923",167.66,446.37,617437,6,98,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1307",14936,NA,"117592",NA,"OCOSIN","923",167.15,447.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1308",14939,NA,"117595",NA,"PSYBRA","923",167.07,447.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1309",14943,18565,"117599","117599","CASARB","923",165.34,450.75,617443,6,153,"1.15",1.15,2016-09-05,"alive","MAIN;A",1,"A",20702
"1310",14947,NA,"117601",NA,"PSYBRA","923",167.52,452.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1311",14948,NA,"117603",NA,"TRIPAL","923",167.88,451.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1312",14949,NA,"117604",NA,"PALRIP","923",167.06,450.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1313",14951,18575,"117608","117607","CASARB","923",168.88,451.51,617444,6,107,"1.3",1.3,2016-09-05,"alive","SPROUT;A",2,"A",20702
"1314",14952,18577,"117609","117609","OCOLEU","923",167.73,450.11,617446,6,29.8,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1315",14954,NA,"117610",NA,"PSYBRA","923",169.05,448.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1316",14956,116974,"117612","160695","CASARB","923",169.17,453.07,617450,6,41.3,"1.3",1.3,2016-09-05,"alive","SPROUT;A",3,"A",20702
"1317",14957,NA,"117613",NA,"PSYBRA","923",169.56,453.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1318",14964,18593,"117621","117621","GUAGLA","923",167.89,454.79,617448,6,44.8,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1319",14965,18595,"117623","117623","CASARB","923",167.7,454.51,617449,6,85,"1.3",1.3,2016-09-05,"alive","MAIN;A",1,"A",20702
"1320",14966,NA,"117624",NA,"PSYBRA","923",165.81,454.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1321",14967,NA,"117625",NA,"PSYBRA","923",166.28,455.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1322",14973,18604,"117632","117632","HIRRUG","923",168.86,457.64,617457,6,44,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"1323",14974,NA,"117633",NA,"CHIDOM","923",169.38,458.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1324",14975,18606,"117634","117634","HIRRUG","923",169.74,459.11,617458,6,27.9,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"1325",14978,NA,"117639",NA,"MICTET","923",168.64,458.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1326",14980,NA,"117640",NA,"MICPRA","923",168.1,459.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1327",14982,NA,"117642",NA,"MICPRA","923",167.57,458.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1328",14989,18626,"117653","117653","CASARB","923",165.05,456.07,617459,6,41.5,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"1329",14994,NA,"117663",NA,"PSYBER","923",164.95,459.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1330",14996,18637,"117665","117665","MANBID","923",164.96,458.5,617423,6,18.9,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"1331",14997,18638,"117667","117667","SLOBER","923",162.79,457.69,617425,6,86,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"1332",14998,18639,"117668","117668","MYRDEF","923",164.65,458.94,617426,6,NA,NA,NA,2016-09-01,"dead","MAIN;DEADT",1,"D",20698
"1333",15000,18642,"117670","117670","CASARB","923",163,456.5,617427,6,94,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"1334",15002,NA,"117673",NA,"PSYBRA","923",161.98,456.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1335",15003,NA,"117674",NA,"MICPRA","923",160.12,455.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1336",15005,161006,"117677","175918","COCPYR","923",163.98,453.24,617422,6,15.7,"1.3",1.3,2016-09-01,"alive","SPROUT;A",2,"A",20698
"1337",15006,NA,"117678",NA,"PSYBRA","923",162.3,453.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1338",15007,18652,"117679","117679","COCPYR","923",162.49,452.56,617417,6,58,"1.3",1.3,2016-09-01,"alive","MAIN;A",1,"A",20698
"1339",15009,NA,"117681",NA,"PSYBER","923",160.22,453.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"1340",15012,NA,"117686",NA,"CORBOR","923",160.7,450.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
