"","treeID","stemID","tag","StemTag","sp","quadrat","gx","gy","MeasureID","CensusID","dbh","pom","hom","ExactDate","DFstatus","codes","nostems","status","date"
"3873",108601,NA,"154797",NA,"PSYBRA","721",125.11,418.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3874",108602,NA,"154803",NA,"PSYBER","721",126.66,416.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3875",108603,NA,"154804",NA,"PSYBER","721",129.93,417.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3876",108604,143326,"154809","154809","INGLAU","721",125.75,413.14,611463,6,34.4,"1.3",1.3,2016-07-28,"alive","MAIN;A",1,"A",20663
"3877",108605,143327,"154810","154810","INGLAU","721",127.02,415.57,611473,6,37.9,"1.3",1.3,2016-07-28,"alive","MAIN;A",1,"A",20663
"3878",108606,NA,"154811",NA,"PSYBER","721",126.16,411.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3879",108607,143329,"154812","154812","PREMON","721",126.79,410.69,611464,6,158,"1.3",1.3,2016-07-28,"alive","MAIN;A",1,"A",20663
"3880",108608,143330,"154814","154814","SCHMOR","721",128.32,406.08,611448,6,152,"1.25",1.25,2016-07-28,"alive","MAIN;A",1,"A",20663
"3881",108609,143331,"154815","154815","CASARB","721",128.26,405.09,611449,6,59,"1.3",1.3,2016-07-28,"alive","MAIN;A",2,"A",20663
"3882",108610,NA,"154816",NA,"PSYBER","721",125.83,409.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3883",108611,NA,"154817",NA,"PSYBER","721",125.77,409.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3884",108612,NA,"154818",NA,"PSYBER","721",126.02,408.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3885",108613,NA,"154819",NA,"PSYBER","721",125.77,408.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3886",108614,NA,"154821",NA,"PSYBER","721",125.21,406.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3887",108615,NA,"154822",NA,"PSYBER","721",125.38,405.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3888",108616,165028,"154823","178204","CASARB","721",127.7,409.74,618291,6,18.1,"1.3",1.3,2016-07-28,"alive","SPROUT;A",2,"A",20663
"3889",108617,143340,"154824","154824","INGLAU","721",129.34,409.04,611451,6,51,"1.3",1.3,2016-07-28,"alive","MAIN;A",1,"A",20663
"3890",108618,NA,"154825",NA,"PSYBER","721",126.77,405.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3891",108619,NA,"154826",NA,"PIPGLA","721",129.58,401.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3892",108620,NA,"154827",NA,"PSYBRA","721",129.36,401.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3893",108621,NA,"154828",NA,"PSYBRA","721",128.41,401.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3894",108622,NA,"154830",NA,"PSYBRA","721",127.58,402.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3895",108623,143348,"154834","154834","CASARB","721",126.73,400.45,611440,6,30,"1.3",1.3,2016-07-28,"alive","MAIN;A",2,"A",20663
"3896",108624,NA,"154835",NA,"GONSPI","721",125.9,400.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3897",108625,NA,"154836",NA,"CASARB","721",125.22,400.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3898",108626,NA,"154837",NA,"MICRAC","721",126.09,401.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3899",108627,NA,"154838",NA,"PIPGLA","721",125.14,403.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3900",108628,NA,"154839",NA,"PIPGLA","721",125.09,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3901",108629,NA,"154840",NA,"PIPGLA","721",125.52,402.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3902",108630,NA,"154841",NA,"PIPGLA","721",125.09,402.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3903",108631,NA,"154842",NA,"PIPGLA","721",125.36,401.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3904",108632,143357,"154843","154843","ALCFLO","721",125.61,403.83,611441,6,150,"1.65",1.65,2016-07-28,"alive","MAIN;A",1,"A",20663
"3905",108633,NA,"154844",NA,"PSYBER","721",128.01,403.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3906",108634,NA,"154845",NA,"PSYBER","721",127.95,403.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3907",108635,NA,"154846",NA,"PSYBER","721",127.59,403.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3908",108636,NA,"154847",NA,"PSYBER","721",127.82,404.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3909",108637,NA,"154848",NA,"PSYBER","721",128.39,404.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3910",108638,NA,"154849",NA,"PSYBER","721",128.92,403.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3911",108639,NA,"154850",NA,"PSYBER","721",128.9,402.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3912",108640,NA,"154851",NA,"PSYBER","721",128.5,402.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3913",108641,NA,"154852",NA,"PSYBER","721",128.4,402.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3914",108642,NA,"154859",NA,"PSYBER","721",134.47,401.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3915",108643,143369,"154860","154860","GUAGUI","721",134.22,400.51,611483,6,34.9,"1.3",1.3,2016-07-28,"alive","MAIN;A",1,"A",20663
"3916",108644,NA,"154861",NA,"PSYBER","721",134.62,402.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3917",108645,143371,"154862","154862","CASARB","721",134.55,402.49,611484,6,27.2,"1.3",1.3,2016-07-28,"alive","MAIN;A",1,"A",20663
"3918",108646,NA,"154863",NA,"PSYBER","721",132.74,400.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3919",108647,NA,"154864",NA,"PSYBER","721",132.85,400.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3920",108648,NA,"154865",NA,"PSYBER","721",133.2,401.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3921",108649,NA,"154866",NA,"PSYBER","721",135.3,402.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3922",108650,NA,"154870",NA,"PSYBER","721",134.76,404.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3923",108651,NA,"154871",NA,"PSYBER","721",134.64,404.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3924",108652,143378,"154872","154872","INGLAU","721",133.63,404.79,611486,6,37.5,"1.3",1.3,2016-07-28,"alive","MAIN;A",1,"A",20663
"3925",108653,NA,"154873",NA,"PSYBER","721",133.96,404.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3926",108654,143380,"154874","154874","CASARB","721",134.5,403.93,611487,6,40.7,"1.3",1.3,2016-07-28,"alive","MAIN;A",2,"A",20663
"3927",108655,143381,"154875","154875","CASARB","721",134.25,403.99,611488,6,27,"1.3",1.3,2016-07-28,"alive","MAIN;A",1,"A",20663
"3928",108656,NA,"154876",NA,"PSYBER","721",133.74,403.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3929",108657,NA,"154877",NA,"PSYBER","721",134.23,403.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3930",108658,143384,"154878","154878","PSYBER","721",134.9,403.61,611489,6,NA,NA,NA,2016-07-28,"dead","MAIN;DEADT;ST",1,"D",20663
"3931",108659,NA,"154879",NA,"INGLAU","721",135.25,402.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3932",108660,NA,"154880",NA,"ALCLAT","721",130.7,402.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3933",108664,NA,"154885",NA,"PIPGLA","721",134.94,402.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3934",108665,NA,"154886",NA,"PIPGLA","721",132.6,404.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3935",108666,143393,"154887","154887","PSYBRA","721",130.65,404.1,611490,6,NA,NA,NA,2016-07-28,"broken below","MAIN;A;LS;B",1,"A",20663
"3936",108667,NA,"154888",NA,"PSYBER","721",130.15,404.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3937",108668,143395,"154889","154889","PSYBRA","721",130.3,403.6,611491,6,NA,NA,NA,2016-07-28,"dead","MAIN;DEADT",1,"D",20663
"3938",108669,NA,"154890",NA,"PSYBRA","721",131.32,403.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3939",108670,143397,"154891","154891","CASARB","721",131.91,404.01,611492,6,105,"1.3",1.3,2016-07-28,"alive","MAIN;A",1,"A",20663
"3940",108671,143398,"154892","154892","INGLAU","721",132.58,403.93,611493,6,48,"1.3",1.3,2016-07-28,"alive","MAIN;A",1,"A",20663
"3941",108672,NA,"154895",NA,"PSYBER","721",131.53,405.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3942",108673,161188,"154896","175192","PSYBRA","721",130.92,406.44,611500,6,17.5,"1.3",1.3,2016-07-29,"alive","SPROUT;A",2,"A",20664
"3943",108674,NA,"154898",NA,"PSYBRA","721",132.12,409.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3944",108675,NA,"154899",NA,"PSYBRA","721",131.82,409.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3945",108676,NA,"154900",NA,"PIPGLA","721",131.55,411.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3946",108677,NA,"154902",NA,"PSYBER","721",132.53,411.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3947",108678,143405,"154904","154904","CASARB","721",131.12,412.45,611509,6,36.8,"1.3",1.3,2016-07-29,"alive","MAIN;A",1,"A",20664
"3948",108679,143406,"154905","154905","CASARB","721",132.19,413.61,611510,6,47.2,"1.3",1.3,2016-07-29,"alive","MAIN;A",1,"A",20664
"3949",108680,NA,"154906",NA,"PIPGLA","721",134.87,410.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3950",108681,NA,"154907",NA,"FICCRA","721",131.64,414.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3951",108682,NA,"154913",NA,"CASARB","721",133.42,416.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3952",108683,NA,"154914",NA,"PIPGLA","721",134.25,415.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3953",108684,143411,"154915","154915","CASARB","721",133.15,417.51,611520,6,58,"1.3",1.3,2016-07-29,"alive","MAIN;A",1,"A",20664
"3954",108685,NA,"154916",NA,"PSYBER","721",130.14,415.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3955",108686,NA,"154917",NA,"PSYBER","721",130.33,417.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3956",108687,143414,"154918","154918","TETBAL","721",130.55,418.9,611521,6,24.2,"1.3",1.3,2016-07-29,"alive","MAIN;A",1,"A",20664
"3957",108688,NA,"154919",NA,"ALCLAT","721",134.67,415.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3958",108689,NA,"154923",NA,"CASSYL","721",139.43,418.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3959",108690,NA,"154924",NA,"CASSYL","721",138.73,417.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3960",108691,NA,"154925",NA,"PIPGLA","721",137.98,419.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3961",108692,NA,"154926",NA,"PSYBER","721",136.89,419.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3962",108693,NA,"154927",NA,"MICRAC","721",137.09,419.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3963",108694,NA,"154928",NA,"PSYBRA","721",135.6,411.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3964",108695,143424,"154930","154930","CASARB","721",137.7,412.8,611553,6,34.7,"1.3",1.3,2016-07-29,"alive","MAIN;A",1,"A",20664
"3965",108696,NA,"154931",NA,"PSYBRA","721",137.9,411.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3966",108697,143426,"154932","154932","CASARB","721",138.78,411.63,611554,6,28.2,"1.3",1.3,2016-07-29,"alive","MAIN;A",1,"A",20664
"3967",108698,NA,"154933",NA,"MYRSPL","721",138.79,410.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3968",108699,143428,"154934","154934","CASARB","721",135.81,414.77,611555,6,24.8,"1.3",1.3,2016-07-29,"alive","MAIN;A",1,"A",20664
"3969",108700,143429,"154935","154935","GUAGUI","721",138.5,414.01,611556,6,16,"1.3",1.3,2016-07-29,"alive","MAIN;A",1,"A",20664
"3970",108701,143430,"154936","154936","CASARB","721",139.18,412.97,611557,6,26,"1.3",1.3,2016-07-29,"alive","MAIN;A",1,"A",20664
"3971",108702,143432,"154937","154938","TETBAL","721",137.26,411.75,611559,6,32.5,"1.3",1.3,2016-07-29,"alive","SPROUT;A",2,"A",20664
"3972",108703,143433,"154939","154939","CASARB","721",137.01,409.38,611538,6,130,"1.2",1.2,2016-07-29,"alive","MAIN;A",1,"A",20664
"3973",108704,NA,"154940",NA,"PIPGLA","721",137.25,409.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3974",108705,143435,"154941","154941","MANBID","721",139.11,409.48,611539,6,49.3,"1.3",1.3,2016-07-29,"alive","MAIN;A",1,"A",20664
"3975",108706,143436,"154942","154942","OCOLEU","721",137.73,408.22,611540,6,32.1,"1.3",1.3,2016-07-29,"alive","MAIN;A",1,"A",20664
"3976",108707,NA,"154943",NA,"PSYBRA","721",138.75,406.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3977",108708,NA,"154944",NA,"PSYBRA","721",139.02,407.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3978",108709,NA,"154946",NA,"PSYBRA","721",139.78,407.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3979",108710,NA,"154947",NA,"PSYBRA","721",139.84,406.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3980",108711,NA,"154948",NA,"PSYBRA","721",139.72,406.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3981",108712,NA,"154949",NA,"PSYBRA","721",139.84,406.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3982",108713,143444,"154950","154950","PSYBRA","721",139.68,406.11,611541,6,18.9,"1.3",1.3,2016-07-29,"alive","MAIN;A",1,"A",20664
"3983",108714,NA,"154951",NA,"PIPGLA","721",139.96,405.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3984",108715,NA,"154953",NA,"PIPGLA","721",139.86,405.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3985",108716,143450,"154956","154956","PIPGLA","721",138.78,405.27,611542,6,NA,NA,NA,2016-07-29,"dead","MAIN;DEADT",1,"D",20664
"3986",108717,NA,"154961",NA,"PIPGLA","721",138.38,405.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3987",108718,143454,"154964","154964","PIPGLA","721",137.23,406.32,611543,6,NA,NA,NA,2016-07-29,"broken below","MAIN;A;LS;B",1,"A",20664
"3988",108719,156508,"154965","172314","CASARB","721",136.95,405.87,611546,6,48.7,"1.3",1.3,2016-07-29,"alive","SPROUT;A",3,"A",20664
"3989",108720,NA,"154966",NA,"PSYBER","721",135.13,405.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3990",108721,NA,"154967",NA,"PIPGLA","721",135.27,409.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3991",108722,143458,"154968","154968","INGLAU","721",138.39,404.86,611527,6,19.1,"1.3",1.3,2016-07-29,"alive","MAIN;A;ST",1,"A",20664
"3992",108723,143459,"154969","154969","OCOLEU","721",137.85,404.92,611528,6,NA,NA,NA,2016-07-29,"broken below","MAIN;A;LS;B",1,"A",20664
"3993",108724,NA,"154970",NA,"PIPGLA","721",137.23,404.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3994",108725,NA,"154971",NA,"ALCLAT","721",137.04,404.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3995",108726,NA,"154972",NA,"PIPGLA","721",137.29,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3996",108727,143463,"154973","154973","CASARB","721",139.02,404.31,611529,6,67,"1.3",1.3,2016-07-29,"alive","MAIN;A",1,"A",20664
"3997",108728,143464,"154978","154978","SCHMOR","721",138.88,403.65,611530,6,178,"1.3",1.3,2016-07-29,"alive","MAIN;A",1,"A",20664
"3998",108729,NA,"154979",NA,"PSYBER","721",139.08,403.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"3999",108730,143466,"154980","154980","ORMKRU","721",138.09,402.86,611531,6,110,"1.3",1.3,2016-07-29,"alive","MAIN;A",1,"A",20664
"4000",108731,NA,"154981",NA,"PSYBER","721",137.58,403.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4001",108732,NA,"154982",NA,"PSYBRA","721",135.64,404.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4002",108733,143469,"154983","154983","OCOLEU","721",135.77,404.11,611532,6,NA,NA,NA,2016-07-29,"broken below","MAIN;A;LS;B",1,"A",20664
"4003",108734,NA,"154984",NA,"CECSCH","721",136.16,403.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4004",108735,NA,"154985",NA,"PSYBER","721",135.31,402.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4005",108736,NA,"154986",NA,"PSYBER","721",135.42,402.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4006",108737,NA,"154987",NA,"PIPGLA","721",136,403.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4007",108738,NA,"154988",NA,"PIPGLA","721",136.7,402.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4008",108739,143476,"154991","154991","PSYBER","721",135.21,403.81,611533,6,NA,NA,NA,2016-07-29,"dead","MAIN;DEADT",3,"D",20664
"4009",108740,NA,"154994",NA,"PSYBER","721",135.86,400.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4010",108741,NA,"154995",NA,"PIPGLA","721",138.95,400.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4011",108742,NA,"154999",NA,"PSYBER","721",138.58,401.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4012",109369,NA,"156050",NA,"TRIPAL","622",101.27,420.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4013",109370,NA,"156054",NA,"PSYBER","622",104.73,421.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4014",109371,144169,"156058","156058","PREMON","622",102.49,423.61,608817,6,142,"1.3",1.3,2016-08-15,"alive","MAIN;A",1,"A",20681
"4015",109372,NA,"156065",NA,"PSYBRA","622",102.87,426.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4016",109373,144171,"156067","156067","PREMON","622",104.95,434.89,608830,6,132,"1.3",1.3,2016-08-15,"alive","MAIN;A",1,"A",20681
"4017",109374,NA,"156071",NA,"PSYBER","622",100.7,434.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4018",109375,NA,"156073",NA,"DRYGLA","622",104.82,432.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4019",109376,NA,"156074",NA,"PSYBRA","622",100.42,434.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4020",109377,144178,"156078","156078","CASARB","622",102.55,435.3,608836,6,111,"1.3",1.3,2016-08-15,"alive","MAIN;A",1,"A",20681
"4021",109378,144179,"156082","156082","CASARB","622",100.9,438.54,608838,6,54,"1.3",1.3,2016-08-15,"alive","MAIN;A",1,"A",20681
"4022",109379,144180,"156091","156091","HENFAS","622",109.93,438.19,608876,6,NA,NA,NA,2016-08-15,"broken below","MAIN;A;LS;B",1,"A",20681
"4023",109380,144181,"156092","156092","CASSYL","622",105.78,438.72,608877,6,NA,NA,NA,2016-08-15,"dead","MAIN;DEADT",1,"D",20681
"4024",109381,NA,"156093",NA,"CASSYL","622",105.96,438.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4025",109382,144183,"156094","156094","PREMON","622",106.75,433.76,608866,6,149,"1.35",1.35,2016-08-15,"alive","MAIN;A",1,"A",20681
"4026",109383,NA,"156096",NA,"CASARB","622",108.12,433.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4027",109384,NA,"156100",NA,"PSYBER","622",105.97,432.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4028",109385,NA,"156101",NA,"PSYBRA","622",109.29,425.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4029",109386,NA,"156106",NA,"PSYBER","622",106.79,428.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4030",109387,NA,"156107",NA,"PSYBER","622",105.65,427.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4031",109388,NA,"156108",NA,"PSYBER","622",105.44,427.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4032",109389,NA,"156109",NA,"PSYBER","622",105.93,426.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4033",109390,NA,"156116",NA,"PSYBRA","622",106.05,425.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4034",109391,NA,"156117",NA,"PSYBER","622",106.81,425.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4035",109392,NA,"156118",NA,"PSYBRA","622",107.41,425.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4036",109393,NA,"156122",NA,"PSYBRA","622",107.61,426.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4037",109394,NA,"156123",NA,"PSYBER","622",108.04,426.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4038",109395,NA,"156124",NA,"PSYBRA","622",107.18,426.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4039",109396,144204,"156128","156128","PSYBRA","622",108.96,428.91,608855,6,NA,NA,NA,2016-08-15,"broken below","MAIN;A;LS;B",1,"A",20681
"4040",109397,161192,"156131","175313","PSYBRA","622",107.88,421.03,608843,6,12.5,"1.3",1.3,2016-08-15,"alive","SPROUT;A",2,"A",20681
"4041",109398,144206,"156133","156133","PSYBRA","622",108.97,422.84,608842,6,NA,NA,NA,2016-08-15,"dead","MAIN;DEADT",1,"D",20681
"4042",109399,NA,"156134",NA,"PSYBRA","622",108.14,422.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4043",109400,NA,"156135",NA,"PIPGLA","622",106.75,424.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4044",109401,NA,"156136",NA,"PSYBRA","622",106.47,424.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4045",109402,NA,"156140",NA,"CASSYL","622",112.2,422.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4046",109403,NA,"156144",NA,"CASSYL","622",113.57,423.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4047",109404,144212,"156148","156148","OCOLEU","622",113.35,428.78,608892,6,NA,NA,NA,2016-08-15,"broken below","MAIN;A;LS;B",1,"A",20681
"4048",109405,NA,"156149",NA,"PSYBER","622",112.6,428.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4049",109407,144215,"156154","156154","PSYBRA","622",110.83,428.53,608894,6,NA,NA,NA,2016-08-15,"stem dead","MAIN;A;LS;DP",1,"A",20681
"4050",109408,164977,"156155","178512","PSYBRA","622",110.8,428.16,618240,6,13.4,"1.3",1.3,2016-08-15,"alive","SPROUT;A",2,"A",20681
"4051",109409,NA,"156163",NA,"PSYBRA","622",110.32,427.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4052",109410,NA,"156166",NA,"MICAFF","622",114.42,431.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4053",109411,144220,"156171","156171","HENFAS","622",111.7,435.99,608910,6,31.8,"1.3",1.3,2016-08-15,"alive","MAIN;A",1,"A",20681
"4054",109412,144221,"156179","156179","LAEPRO","622",114.19,439.28,608912,6,89,"1.3",1.3,2016-08-15,"alive","MAIN;A",1,"A",20681
"4055",109413,144222,"156180","156180","CASARB","622",114.61,439.56,608913,6,41.8,"1.3",1.3,2016-08-15,"alive","MAIN;A",1,"A",20681
"4056",109414,144223,"156181","156181","BUCTET","622",114.45,439.73,608914,6,41.3,"1.35",1.35,2016-08-15,"alive","MAIN;A",1,"A",20681
"4057",109415,NA,"156182",NA,"PSYBER","622",112.31,439.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4058",109416,NA,"156183",NA,"LAEPRO","622",112.44,438.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4059",109417,NA,"156184",NA,"CECSCH","622",113.88,437.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4060",109418,NA,"156185",NA,"PSYBRA","622",110.6,439.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4061",109419,NA,"156189",NA,"MICPRA","622",111.57,439.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4062",109420,144229,"156193","156193","CORBOR","622",113.72,435.7,608915,6,26.8,"1.3",1.3,2016-08-15,"alive","MAIN;A",1,"A",20681
"4063",109421,NA,"156194",NA,"CASARB","622",117.8,435.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4064",109422,144231,"156195","156195","CASARB","622",117.43,435.55,608959,6,51,"1.3",1.3,2016-08-15,"alive","MAIN;A",1,"A",20681
"4065",109423,144232,"156196","156196","SCHMOR","622",117.1,439.51,608960,6,152,"1.3",1.3,2016-08-15,"alive","MAIN;A",1,"A",20681
"4066",109424,164980,"156197","178522","CASARB","622",116.8,434.5,618243,6,15,"1.3",1.3,2016-08-15,"alive","SPROUT;A",2,"A",20681
"4067",109425,NA,"156198",NA,"PSYBER","622",119.49,438.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
"4068",109426,144235,"156199","156199","OCOLEU","622",117.96,438.3,608961,6,32,"1.3",1.3,2016-08-15,"alive","MAIN;A",1,"A",20681
"4069",109427,NA,"156200",NA,"MICRAC","622",119.32,439.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",NA
